Course / Learning material,Source,Course Level,Type (Free or Paid),Module,Duration,"Module / Sub-module 
Difficulty level",Keywords / Tags / Skills / Interests / Categories,Links
Introduction to Generative,Google Cloud Skill Boost,Beginner,Free during mentorship period,Responsible AI: Applying AI Principles with Google Cloud-Issue Spotting and Lessons Learned: Issue Spotting Process,7 minutes,Beginner,"Responsible AI, Ethics, AI Ethics, Fairness, BIas, Transparency, Business Case, Responsible Innovation, Ethics Concerns, Review Process",https://www.cloudskillsboost.google/course_sessions/4597819/video/387448
Introduction to Generative,Google Cloud Skill Boost,Beginner,Free during mentorship period,Responsible AI: Applying AI Principles with Google Cloud-Issue Spotting and Lessons Learned: What we've learned from operationalizing AI Principles-Challenges,4 minutes,Beginner,"Responsible AI, Ethics, AI Ethics, Fairness, BIas, Transparency, Business Case, Responsible Innovation, Ethics Concerns, Review Process",https://www.cloudskillsboost.google/course_sessions/4597819/video/387449
Introduction to Generative,Google Cloud Skill Boost,Beginner,Free during mentorship period,Responsible AI: Applying AI Principles with Google Cloud-Issue Spotting and Lessons Learned: What we've learned from operationalizing AI Principles-Best Practices,7 minutes,Beginner,"Responsible AI, Ethics, AI Ethics, Fairness, BIas, Transparency, Business Case, Responsible Innovation, Ethics Concerns, Review Process, Best Practices",https://www.cloudskillsboost.google/course_sessions/4597819/video/387450
Introduction to Generative,Google Cloud Skill Boost,Beginner,Free during mentorship period,Responsible AI: Applying AI Principles with Google Cloud-Continuing Journey Towards Responsible,17 minutes,Beginner,"Responsible AI, Ethics, AI Ethics, Fairness, BIas, Transparency, Business Case, Responsible Innovation, Ethics Concerns, Review Process, Best Practices",https://www.cloudskillsboost.google/course_sessions/4597819/video/387451
Introduction to Generative,Google Cloud Skill Boost,Beginner,Free during mentorship period,Responsible AI: Applying AI Principles with Google Cloud-Continuing Journey Towards Responsible AI-Video,2 minutes,Beginner,"Responsible AI, Ethics, AI Ethics, Fairness, BIas, Transparency, Business Case, Responsible Innovation, Ethics Concerns, Review Process, Best Practices",https://www.cloudskillsboost.google/course_sessions/4597819/video/387451
Introduction to Generative,Google Cloud Skill Boost,Beginner,Free during mentorship period,Responsible AI: Applying AI Principles with Google Cloud-Continuing Journey Towards Responsible AI- Resource Links,15 minutes,Beginner,"Responsible AI, Ethics, AI Ethics, Fairness, BIas, Transparency, Business Case, Responsible Innovation, Ethics Concerns, Review Process, Best Practices",https://www.cloudskillsboost.google/course_sessions/4597819/documents/387452
Generative AI for Developers,Google Cloud Skill Boost,Beginner,Free during mentorship period,Introduction to Image Generation,15 minutes,Intermediate to Advanced,"Image Generation, GAN, Generative Adversarial Networks, Deep Learning, Neural Network, Image Synthesis, Computer Vision",https://www.cloudskillsboost.google/course_templates/541
Generative AI for Developers,Google Cloud Skill Boost,Beginner,Free during mentorship period,Introduction to Image Generation-Video,10 minutes,Intermediate to Advanced,"Image Generation, GAN, Generative Adversarial Networks, Deep Learning, Neural Network, Image Synthesis, Computer Vision",https://www.cloudskillsboost.google/course_sessions/4413198/video/383842
Generative AI for Developers,Google Cloud Skill Boost,Beginner,Free during mentorship period,Introduction to Image Generation-Quiz,5 minutes,Intermediate to Advanced,"Image Generation, GAN, Generative Adversarial Networks, Deep Learning, Neural Network, Image Synthesis, Computer Vision",https://www.cloudskillsboost.google/course_sessions/4413198/quizzes/383843
Generative AI for Developers,Google Cloud Skill Boost,Beginner,Free during mentorship period,Attention Mechanism,10 minutes,Intermediate to Advanced,"Attention Mechanism, Neural Networks, Transformer Architecture, Attention Scores, Attention Weights, NLP",https://www.cloudskillsboost.google/course_templates/537
Generative AI for Developers,Google Cloud Skill Boost,Beginner,Free during mentorship period,Attention Mechanism-Overview,5 minutes,Intermediate to Advanced,"Attention Mechanism, Neural Networks, Transformer Architecture, Attention Scores, Attention Weights, NLP",https://www.cloudskillsboost.google/course_sessions/4414897/video/383836
Generative AI for Developers,Google Cloud Skill Boost,Beginner,Free during mentorship period,Attention Mechanism-Quiz,5 minutes,Intermediate to Advanced,"Attention Mechanism, Neural Networks, Transformer Architecture, Attention Scores, Attention Weights, NLP",https://www.cloudskillsboost.google/course_sessions/4414897/quizzes/383837
Generative AI for Developers,Google Cloud Skill Boost,Beginner,Free during mentorship period,Encoder-Decoder Architecture,42 minutes,Intermediate to Advanced,"Encode-Decoder, Sequence-to-Sequence, Deep Learning, Neural Network",https://www.cloudskillsboost.google/course_templates/543
Generative AI for Developers,Google Cloud Skill Boost,Beginner,Free during mentorship period,Encoder-Decoder Architecture: Overview,7 minutes,Intermediate to Advanced,"Encode-Decoder, Sequence-to-Sequence, Deep Learning, Neural Network",https://www.cloudskillsboost.google/course_sessions/4413462/video/383848
Generative AI for Developers,Google Cloud Skill Boost,Beginner,Free during mentorship period,Encoder-Decoder Architecture: Lab Walkthrough,20 minutes,Intermediate to Advanced,"Encode-Decoder, Sequence-to-Sequence, Deep Learning, Neural Network",https://www.cloudskillsboost.google/course_sessions/4413462/video/383849
Generative AI for Developers,Google Cloud Skill Boost,Beginner,Free during mentorship period,Encoder-Decoder Architecture: Quiz,10 minutes,Intermediate to Advanced,"Encode-Decoder, Sequence-to-Sequence, Deep Learning, Neural Network",https://www.cloudskillsboost.google/course_sessions/4413462/quizzes/383850
Generative AI for Developers,Google Cloud Skill Boost,Beginner,Free during mentorship period,Encoder-Decoder Architecture: Lab Resources,5 minutes,Intermediate to Advanced,"Encode-Decoder, Sequence-to-Sequence, Deep Learning, Neural Network",https://www.cloudskillsboost.google/course_sessions/4413462/documents/383851
Generative AI for Developers,Google Cloud Skill Boost,Beginner,Free during mentorship period,Transformer Model and BERT Models,42 minutes,Intermediate to Advanced,"Tranformer Model, BERT, Birectional Encoder Representations from Transformer, NLP, Pre-trained Model, Self Attention",https://www.cloudskillsboost.google/course_templates/538
Generative AI for Developers,Google Cloud Skill Boost,Beginner,Free during mentorship period,Transformer Model and BERT Models: Overview,11 minutes,Intermediate to Advanced,"Tranformer Model, BERT, Birectional Encoder Representations from Transformer, NLP, Pre-trained Model, Self Attention",https://www.cloudskillsboost.google/course_sessions/4415174/video/383838
Generative AI for Developers,Google Cloud Skill Boost,Beginner,Free during mentorship period,Transformer Model and BERT Models: Lab Walkthrough,11 minutes,Intermediate to Advanced,"Tranformer Model, BERT, Birectional Encoder Representations from Transformer, NLP, Pre-trained Model, Self Attention",https://www.cloudskillsboost.google/course_sessions/4415174/video/383839
Generative AI for Developers,Google Cloud Skill Boost,Beginner,Free during mentorship period,Transformer Model and BERT Models: Quiz,10 minutes,Intermediate to Advanced,"Tranformer Model, BERT, Birectional Encoder Representations from Transformer, NLP, Pre-trained Model, Self Attention",https://www.cloudskillsboost.google/course_sessions/4415174/quizzes/383840
Generative AI for Developers,Google Cloud Skill Boost,Beginner,Free during mentorship period,Transformer Model and BERT Models: Lab Resources,10 minutes,Intermediate to Advanced,"Tranformer Model, BERT, Birectional Encoder Representations from Transformer, NLP, Pre-trained Model, Self Attention",https://www.cloudskillsboost.google/course_sessions/4415174/documents/383841
Generative AI for Developers,Google Cloud Skill Boost,Beginner,Free during mentorship period,Create Image Captioning Model,40 minutes,Intermediate to Advanced,"Image Captioning, Deep Learning, Convulutional Neural Networks, CNN, Recurrent Neural Network, RNN, Natural Language Generation, NLG",https://www.cloudskillsboost.google/course_templates/542
Generative AI for Developers,Google Cloud Skill Boost,Beginner,Free during mentorship period,Create Image Captioning Model: Overview,12 minutes,Intermediate to Advanced,"Image Captioning, Deep Learning, Convulutional Neural Networks, CNN, Recurrent Neural Network, RNN, Natural Language Generation, NLG",https://www.cloudskillsboost.google/course_sessions/4415735/video/383844
Generative AI for Developers,Google Cloud Skill Boost,Beginner,Free during mentorship period,Create Image Captioning Model: Lab Walkthrough,18 minutes,Intermediate to Advanced,"Image Captioning, Deep Learning, Convulutional Neural Networks, CNN, Recurrent Neural Network, RNN, Natural Language Generation, NLG",https://www.cloudskillsboost.google/course_sessions/4415735/video/383845
Generative AI for Developers,Google Cloud Skill Boost,Beginner,Free during mentorship period,Create Image Captioning Model: Quiz,10 minutes,Intermediate to Advanced,"Image Captioning, Deep Learning, Convulutional Neural Networks, CNN, Recurrent Neural Network, RNN, Natural Language Generation, NLG",https://www.cloudskillsboost.google/course_sessions/4415735/quizzes/383846
Generative AI for Developers,Google Cloud Skill Boost,Beginner,Free during mentorship period,Create Image Captioning Model: Lab Resources,10 minutes,Intermediate to Advanced,"Image Captioning, Deep Learning, Convulutional Neural Networks, CNN, Recurrent Neural Network, RNN, Natural Language Generation, NLG",https://www.cloudskillsboost.google/course_sessions/4415735/documents/383847
Generative AI for Developers,Google Cloud Skill Boost,Beginner,Free during mentorship period,Introduction to Generative AI Studio,40 minutes,Intermediate to Advanced,"Generative AI, Deep Learning, Artificial Intelligence, AI, Image Generation, Text Generation, Generative AI Studio",https://www.cloudskillsboost.google/course_templates/552
Generative AI for Developers,Google Cloud Skill Boost,Beginner,Free during mentorship period,Introduction to Generative AI Studio-Video,15 minutes,Intermediate to Advanced,"Generative AI, Deep Learning, Artificial Intelligence, AI, Image Generation, Text Generation, Generative AI Studio",https://www.cloudskillsboost.google/course_sessions/4415998/video/384246
Generative AI for Developers,Google Cloud Skill Boost,Beginner,Free during mentorship period,Introduction to Generative AI Studio: Course Review-Reflection Cards,10 minutes,Intermediate to Advanced,"Generative AI, Deep Learning, Artificial Intelligence, AI, Image Generation, Text Generation, Generative AI Studio",https://www.cloudskillsboost.google/course_sessions/4415998/documents/384247
Generative AI for Developers,Google Cloud Skill Boost,Beginner,Free during mentorship period,Introduction to Generative AI Studio: Quiz,10 minutes,Intermediate to Advanced,"Generative AI, Deep Learning, Artificial Intelligence, AI, Image Generation, Text Generation, Generative AI Studio",https://www.cloudskillsboost.google/course_sessions/4415998/quizzes/384248
Generative AI for Developers,Google Cloud Skill Boost,Beginner,Free during mentorship period,Introduction to Generative AI Studio: Reading List,5 minutes,Intermediate to Advanced,"Generative AI, Deep Learning, Artificial Intelligence, AI, Image Generation, Text Generation, Generative AI Studio",https://www.cloudskillsboost.google/course_sessions/4415998/documents/384249
Generative AI for Developers,Google Cloud Skill Boost,Beginner,Free during mentorship period,Generative AI Explorer-Vertex AI,240 minutes,Intermediate to Advanced,"Generative AI, Deep Learning, Artificial Intelligence, AI, Image Generation, Text Generation, Vertex AI",https://www.cloudskillsboost.google/course_sessions/4968262/labs/408190
Generative AI for Developers,Google Cloud Skill Boost,Beginner,Free during mentorship period,Generative AI Explorer-Vertex AI: Getting Started,90 minutes,Intermediate to Advanced,"Generative AI, Deep Learning, Artificial Intelligence, AI, Image Generation, Text Generation, Vertex AI",https://www.cloudskillsboost.google/course_sessions/4968262/labs/408190
Generative AI for Developers,Google Cloud Skill Boost,Beginner,Free during mentorship period,Generative AI Explorer-Vertex AI: Prompt Design,90 minutes,Intermediate to Advanced,"Generative AI, Deep Learning, Artificial Intelligence, AI, Image Generation, Text Generation, Vertex AI, Prompt Design",https://www.cloudskillsboost.google/course_sessions/4968262/labs/408191
Generative AI for Developers,Google Cloud Skill Boost,Beginner,Free during mentorship period,Generative AI Explorer-Vertex AI: Getting Started with Generative AI Studio,60 minutes,Intermediate to Advanced,"Generative AI, Deep Learning, Artificial Intelligence, AI, Image Generation, Text Generation, Vertex AI, Prompt Design",https://www.cloudskillsboost.google/course_sessions/4968262/labs/408192
Generative AI for Developers,Google Cloud Skill Boost,Beginner,Free during mentorship period,Explore and Evaluate Models using Model Garden-Lab,60 minutes,Intermediate to Advanced,"Generative AI, Deep Learning, Artificial Intelligence, AI, Image Generation, Text Generation, Vertex AI, Prompt Design",https://www.cloudskillsboost.google/focuses/71938?parent=catalog
Generative AI for Developers,Google Cloud Skill Boost,Beginner,Free during mentorship period,Prompt Design using PaLM-Lab,90 minutes,Intermediate to Advanced,"Generative AI, Deep Learning, Artificial Intelligence, AI, Image Generation, Text Generation, Vertex AI, PaLM, Prompt Design",https://www.cloudskillsboost.google/focuses/71937?parent=catalog
Data Engineer - Serverless Data Processing with Dataflow: Foundations,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Serverless Data Processing with Dataflow: Foundations,140 minutes,Intermediate,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines",https://cloudskillsboost.google/course_templates/218
Data Engineer - Serverless Data Processing with Dataflow: Foundations,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Course Introduction,1 minute,Intermediate,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines",https://www.cloudskillsboost.google/course_sessions/5145103/video/325908
Data Engineer - Serverless Data Processing with Dataflow: Foundations,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Beam and Dataflow Refresher,1 minute,Intermediate,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, Beam, Refresher",https://www.cloudskillsboost.google/course_sessions/5145103/video/325909
Data Engineer - Serverless Data Processing with Dataflow: Foundations,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Beam Portability,10 minutes,Intermediate,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, Beam, Refresher",https://www.cloudskillsboost.google/course_sessions/5145103/video/325910
Data Engineer - Serverless Data Processing with Dataflow: Foundations,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Beam Portability: Introduction,2 minutes,Intermediate,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, Beam, Refresher",https://www.cloudskillsboost.google/course_sessions/5145103/video/325910
Data Engineer - Serverless Data Processing with Dataflow: Foundations,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Beam Portability: Runner v2,1 minute,Intermediate,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, Beam, Refresher, Runner v2",https://www.cloudskillsboost.google/course_sessions/5145103/video/325911
Data Engineer - Serverless Data Processing with Dataflow: Foundations,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Beam Portability: Container Environments,1 minute,Intermediate,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, Beam, Refresher, Runner v2, Cross Language Transform",https://www.cloudskillsboost.google/course_sessions/5145103/video/325912
Data Engineer - Serverless Data Processing with Dataflow: Foundations,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Beam Portability: Cross-Language Transforms,1 minute,Intermediate,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, Streaming, Shuffle, Scheduling, Storage",https://www.cloudskillsboost.google/course_sessions/5145103/video/325913
Data Engineer - Serverless Data Processing with Dataflow: Foundations,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Beam Portability: Quiz - Beam Portability,5 miinutes,Intermediate,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, Streaming, Shuffle, Scheduling, Storage",https://www.cloudskillsboost.google/course_sessions/5145103/quizzes/325914
Data Engineer - Serverless Data Processing with Dataflow: Foundations,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Separating Compute and Storage with Dataflow,9 minutes,Intermediate,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, Streaming, Shuffle, Scheduling, Storage",https://www.cloudskillsboost.google/course_sessions/5145103/video/325915
Data Engineer - Serverless Data Processing with Dataflow: Foundations,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Separating Compute and Storage with Dataflow: Dataflow,1 minute,Intermediate,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, Streaming, Shuffle, Scheduling, Storage",https://www.cloudskillsboost.google/course_sessions/5145103/video/325915
Data Engineer - Serverless Data Processing with Dataflow: Foundations,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Separating Compute and Storage with Dataflow: Dataflow Shuffle Service,1 minute,Intermediate,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, Streaming, Shuffle, Scheduling, Storage",https://www.cloudskillsboost.google/course_sessions/5145103/video/325916
Data Engineer - Serverless Data Processing with Dataflow: Foundations,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Separating Compute and Storage with Dataflow: Dataflow Streaming Engine,1 minute,Intermediate,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, Streaming, Shuffle, Scheduling, Storage",https://www.cloudskillsboost.google/course_sessions/5145103/video/325917
Data Engineer - Serverless Data Processing with Dataflow: Foundations,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Separating Compute and Storage with Dataflow: Flexible Resource Scheduling,1 minute,Intermediate,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, Streaming, Shuffle, Scheduling, Storage",https://www.cloudskillsboost.google/course_sessions/5145103/video/325918
Data Engineer - Serverless Data Processing with Dataflow: Foundations,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Separating Compute and Storage with Dataflow: Quiz - Separating Compute and Storage with Dataflow,5 minutes,Intermediate,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, Streaming, Shuffle, Scheduling, Storage",https://www.cloudskillsboost.google/course_sessions/5145103/quizzes/325919
Data Engineer - Serverless Data Processing with Dataflow: Foundations,Google Cloud Skill Boost,Intermediate,Free during mentorship period,"IAM, Quotas, and Permissions",17 minutes,Intermediate,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, Streaming, Shuffle, Scheduling, Storage",https://www.cloudskillsboost.google/course_sessions/5145103/video/325920
Data Engineer - Serverless Data Processing with Dataflow: Foundations,Google Cloud Skill Boost,Intermediate,Free during mentorship period,"IAM, Quotas, and Permissions: IAM",6 minutes,Intermediate,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, Streaming, Shuffle, Scheduling, Storage",https://www.cloudskillsboost.google/course_sessions/5145103/video/325920
Data Engineer - Serverless Data Processing with Dataflow: Foundations,Google Cloud Skill Boost,Intermediate,Free during mentorship period,"IAM, Quotas, and Permissions: Quotas",6 minutes,Intermediate,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, Streaming, Shuffle, Scheduling, Storage",https://www.cloudskillsboost.google/course_sessions/5145103/video/325921
Data Engineer - Serverless Data Processing with Dataflow: Foundations,Google Cloud Skill Boost,Intermediate,Free during mentorship period,"IAM, Quotas, and Permissions: Quiz - IAM, Quotas, and Permissions",5 minutes,Intermediate,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, Permission, IAM, Quota",https://www.cloudskillsboost.google/course_sessions/5145103/quizzes/325922
Data Engineer - Serverless Data Processing with Dataflow: Foundations,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Security,90 minutes,Intermediate,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, Permission, IAM, Quota",https://www.cloudskillsboost.google/course_sessions/5145103/video/325923
Data Engineer - Serverless Data Processing with Dataflow: Foundations,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Security: Data Locality,4 minutes,Intermediate,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, Permission, IAM, Quota",https://www.cloudskillsboost.google/course_sessions/5145103/video/325923
Data Engineer - Serverless Data Processing with Dataflow: Foundations,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Security: Shared VPC,1 minute,Intermediate,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, Permission, IAM, Quota",https://www.cloudskillsboost.google/course_sessions/5145103/video/325924
Data Engineer - Serverless Data Processing with Dataflow: Foundations,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Security: Private IPs,1 minute,Intermediate,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, Permission, IAM, Quota",https://www.cloudskillsboost.google/course_sessions/5145103/video/325925
Data Engineer - Serverless Data Processing with Dataflow: Foundations,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Security: CMEK,2 minutes,Intermediate,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, Permission, IAM, Quota",https://www.cloudskillsboost.google/course_sessions/5145103/video/325926
Data Engineer - Serverless Data Processing with Dataflow: Foundations,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Security: Setup IAM and Networking for your Dataflow Jobs,75 minutes,Intermediate,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, Permission, IAM, Quota",https://www.cloudskillsboost.google/course_sessions/5145103/video/325926
Data Engineer - Serverless Data Processing with Dataflow: Foundations,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Security: Quiz - Security,5 minutes,Intermediate,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, Permission, IAM, Quota",https://www.cloudskillsboost.google/course_sessions/5145103/labs/325927
Data Engineer - Serverless Data Processing with Dataflow: Foundations,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Course Summary,3 minutes,Intermediate,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines",https://www.cloudskillsboost.google/course_sessions/5145103/video/325929
Data Engineer - Serverless Data Processing with Dataflow: Foundations,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Additional Resources,2 minutes,Intermediate,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines",https://www.cloudskillsboost.google/course_sessions/5145103/documents/325930
Data Engineer - Serverless Data Processing with Dataflow: Develop Pipelines,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Serverless Data Processing with Dataflow: Develop Pipelines,35 to 36 hours,,,
Data Engineer - Serverless Data Processing with Dataflow: Develop Pipelines,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Serverless Data Processing with Dataflow: Develop Pipelines: Introduction ,4 minutes,Advanced,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines",https://www.cloudskillsboost.google/course_sessions/5146048/video/103663
Data Engineer - Serverless Data Processing with Dataflow: Develop Pipelines,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Beam Concept Review,195 minutes,Advanced,,
Data Engineer - Serverless Data Processing with Dataflow: Develop Pipelines,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Beam Concept Review: Beam Basics,2 minutes,Advanced,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, beam, pipeline, serverless, DoFn",https://www.cloudskillsboost.google/course_sessions/5146048/video/103664
Data Engineer - Serverless Data Processing with Dataflow: Develop Pipelines,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Beam Concept Review: Utility Transforms,1 minute,Advanced,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, beam, pipeline, serverless, DoFn",https://www.cloudskillsboost.google/course_sessions/5146048/video/103665
Data Engineer - Serverless Data Processing with Dataflow: Develop Pipelines,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Beam Concept Review: DoFn Lifecycle,4 minutes,Advanced,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, beam, pipeline, serverless, DoFn",https://www.cloudskillsboost.google/course_sessions/5146048/video/103666
Data Engineer - Serverless Data Processing with Dataflow: Develop Pipelines,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Beam Concept Review: Serverless Data Processing with Dataflow - Writing an ETL pipeline using Apache Beam and Cloud Dataflow (Java),90 minutes,Advanced,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, beam, pipeline, serverless, DoFn",https://www.cloudskillsboost.google/course_sessions/5146048/labs/103667
Data Engineer - Serverless Data Processing with Dataflow: Develop Pipelines,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Beam Concept Review: Serverless Data Processing with Dataflow - Writing an ETL Pipeline using Apache Beam and Cloud Dataflow (Python),90 minutes,Advanced,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, beam, pipeline, serverless, DoFn",https://www.cloudskillsboost.google/course_sessions/5146048/labs/103668
Data Engineer - Serverless Data Processing with Dataflow: Develop Pipelines,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Beam Concept Review: Quiz 1 - Beam Concepts Review,5 minutes,Advanced,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, beam, pipeline, serverless, DoFn",https://www.cloudskillsboost.google/course_sessions/5146048/quizzes/103669
Data Engineer - Serverless Data Processing with Dataflow: Develop Pipelines,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Beam Concept Review: Module Resources,2 minutes,Advanced,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, beam, pipeline, serverless, DoFn",https://www.cloudskillsboost.google/course_sessions/5146048/documents/103670
Data Engineer - Serverless Data Processing with Dataflow: Develop Pipelines,Google Cloud Skill Boost,Intermediate,Free during mentorship period,"Windows, Watermarks Triggers",515 minutes,Advanced,,
Data Engineer - Serverless Data Processing with Dataflow: Develop Pipelines,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Windows,6 minutes,Advanced,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, watermarks, processing, triggers",https://www.cloudskillsboost.google/course_sessions/5146048/video/103671
Data Engineer - Serverless Data Processing with Dataflow: Develop Pipelines,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Watermarks,8 minutes,Advanced,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, watermarks, processing, triggers",https://www.cloudskillsboost.google/course_sessions/5146048/video/103672
Data Engineer - Serverless Data Processing with Dataflow: Develop Pipelines,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Triggers,8 minutes,Advanced,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, watermarks, processing, triggers",https://www.cloudskillsboost.google/course_sessions/5146048/video/103673
Data Engineer - Serverless Data Processing with Dataflow: Develop Pipelines,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Serverless Data Processing with Dataflow - Batch Analytics Pipelines with Cloud Dataflow (Java),120 minutes,Advanced,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, watermarks, processing, triggers",https://www.cloudskillsboost.google/course_sessions/5146048/labs/103674
Data Engineer - Serverless Data Processing with Dataflow: Develop Pipelines,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Serverless Data Processing with Dataflow - Batch Analytics Pipelines with Cloud Dataflow (Python),120 minutes,Advanced,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, watermarks, processing, triggers",https://www.cloudskillsboost.google/course_sessions/5146048/labs/103675
Data Engineer - Serverless Data Processing with Dataflow: Develop Pipelines,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Serverless Data Processing with Dataflow - Using Dataflow for Streaming Analytics (Java),120 minutes,Advanced,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, watermarks, processing, triggers",https://www.cloudskillsboost.google/course_sessions/5146048/labs/103676
Data Engineer - Serverless Data Processing with Dataflow: Develop Pipelines,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Serverless Data Processing with Dataflow - Using Dataflow for Streaming Analytics (Python),120 minutes,Advanced,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, watermarks, processing, triggers",https://www.cloudskillsboost.google/course_sessions/5146048/labs/103677
Data Engineer - Serverless Data Processing with Dataflow: Develop Pipelines,Google Cloud Skill Boost,Intermediate,Free during mentorship period,"Quiz 2 - Windows, Watermarks Triggers",10 minutes,Advanced,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, watermarks, processing, triggers",https://www.cloudskillsboost.google/course_sessions/5146048/quizzes/103678
Data Engineer - Serverless Data Processing with Dataflow: Develop Pipelines,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Module Resources,2 minutes,Advanced,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, watermarks, processing, triggers",https://www.cloudskillsboost.google/course_sessions/5146048/documents/103679
Data Engineer - Serverless Data Processing with Dataflow: Develop Pipelines,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Sources & Sinks,20 minutes,Advanced,,
Data Engineer - Serverless Data Processing with Dataflow: Develop Pipelines,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Sources & Sinks: Introduction,3 minutes,Advanced,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, sources, sinks, bigtable",
Data Engineer - Serverless Data Processing with Dataflow: Develop Pipelines,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Sources & Sinks:: Text IO & File IO,3 minutes,Advanced,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, sources, sinks, bigtable",
